"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[YRACURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]"
"34734","AEP TEXAS NORTH","CHARIOT ENERGY","Bright Nights 24","0.1550","0.1420","0.1360","","False","True","1","Fixed","100","24","15 por mes restante","https://chariotenergy.com/","Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial..• Este producto requiere la configuración de Autopago y Facturación Electrónica.","https://signup.chariotenergy.com//Home/TOS?productId=41638&ver=spanish","https://signup.chariotenergy.com//Home/YRAC?productId=41638&ver=spanish","False","","https://signup.chariotenergy.com//Home/EFl?productId=41638&ver=spanish","https://signup.chariotenergy.com//Home/index?ProductCode=RNR24001669&Promo=GqAtunAVIGY=","","(855) 524-2746","FALSE","FALSE","Spanish","1"
"34723","AEP TEXAS NORTH","CHARIOT ENERGY","Bright Nights 12","0.1490","0.1350","0.1290","","False","True","1","Fixed","100","12","15 per remaining month","https://chariotenergy.com/","Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.• This product requires Autopay & E-bill set up.","https://signup.chariotenergy.com//Home/TOS?productId=41697","https://signup.chariotenergy.com//Home/YRAC?productId=41697","False","","https://signup.chariotenergy.com//Home/EFl?productId=41697","https://signup.chariotenergy.com//Home/index?ProductCode=RNR12002710&Promo=GqAtunAVIGY=","","(855) 524-2746","FALSE","FALSE","English","1"
"34724","AEP TEXAS NORTH","CHARIOT ENERGY","Bright Nights 12","0.1490","0.1350","0.1290","","False","True","1","Fixed","100","12","15 por mes restante","https://chariotenergy.com/","Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial..• Este producto requiere la configuración de Autopago y Facturación Electrónica.","https://signup.chariotenergy.com//Home/TOS?productId=41697&ver=spanish","https://signup.chariotenergy.com//Home/YRAC?productId=41697&ver=spanish","False","","https://signup.chariotenergy.com//Home/EFl?productId=41697&ver=spanish","https://signup.chariotenergy.com//Home/index?ProductCode=RNR12002710&Promo=GqAtunAVIGY=","","(855) 524-2746","FALSE","FALSE","Spanish","1"
"34700","AEP TEXAS NORTH","Think Energy","Think Clean 12 with Smart Thermostat Connected","0.1450","0.1470","0.1480","","False","False","1","Fixed","100","12","200.00","https://www.thinkenergy.com/","Connected Thermostat Required, see EFL and Terms of Service for Details","https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_EN(US).pdf","https://think-docs.s3.amazonaws.com/YRAC/20240130/Think+Energy+RESI+YRAC+20240130_EN(US).pdf","False","","https://docs.cloud.thinkenergy.com/EFL/?term=12&duns=007923311&product=tx.thinkclean.noap.fixed.thermostat&lang=en","https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas","","(833) 669-3080","TRUE","FALSE","English","4"
"34701","AEP TEXAS NORTH","Think Energy","Think Clean 12 with Smart Thermostat Connected","0.1450","0.1470","0.1480","","False","False","1","Fixed","100","12","200.00","https://www.thinkenergy.com/","Se requiere termostato conectado; consulte EFL y las condiciones del servicio para obtener más información.","https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_ES(US).pdf","https://think-docs.s3.amazonaws.com/YRAC/20240130/Think+Energy+RESI+YRAC+20240130_ES(US).pdf","False","","https://docs.cloud.thinkenergy.com/EFL/?term=12&duns=007923311&product=tx.thinkclean.noap.fixed.thermostat&lang=es","https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas","","(833) 669-3080","TRUE","FALSE","Spanish","4"
"34685","AEP TEXAS NORTH","BKV Energy","Daisy 13","0.1460","0.1430","0.1410","","False","False","1","Fixed","29","13","20/remaining month.","www.bkvenergy.com","Simple and affordable fixed-rate electricity with no hidden fees like base charges, usage fees, setup fees, or bundle fees. Plus, no gimmicks or confusing fine print. This plan is for new customers only who enroll through the Power To Choose website. Sign up today!","https://enroll.bkvenergy.com/Home/TOS?productId=50735","https://enroll.bkvenergy.com/Home/YRAC?productId=50735","False","","https://enroll.bkvenergy.com/Home/EFL?productCode=RN00013529&term=13","https://enroll.bkvenergy.com/?promo=PTCALL0001","","(855) 258-4797","TRUE","FALSE","English","2"
"34690","AEP TEXAS NORTH","BKV Energy","Daisy 13","0.1460","0.1430","0.1410","","False","False","1","Fixed","29","13","20/remaining month.","www.bkvenergy.com","Esta oferta es exclusiva para nuevos clientes que se inscriban a través del sitio web Power to Choose.","https://enroll.bkvenergy.com/Home/TOS?productId=50735&ver=spanish","https://enroll.bkvenergy.com/Home/YRAC?productId=50735&ver=spanish","False","","https://enroll.bkvenergy.com/Home/EFL?productCode=RN00013529&term=13&ver=spanish","https://enroll.bkvenergy.com/?promo=PTCALL0001","","(855) 258-4797","TRUE","FALSE","Spanish","2"
"34640","AEP TEXAS NORTH","AE TEXAS","Smart Secure 36","0.1620","0.1580","0.1570","","False","False","1","Fixed","35","36","20/month remaining","https://enroll.aetexasco.com/Enrollment/Default.aspx?&promoCode=AETXPTC1","Experimente la tranquilidad con nuestro plan Smarter Secure, que ofrece una tarifa de energía fija y cargos TDU transparentes sin margen de beneficio. Sin tarifas ocultas, uso mínimo ni trucos.","https://enroll.aetexasco.com/App_Assets/EnrollmentFiles/ESP/TOS.pdf","https://enroll.aetexasco.com/App_Assets/EnrollmentFiles/esp/YRAC.pdf","False","","https://enroll.aetexasco.com/EmailHTML/efl_SPA.aspx?RateID=1938&BrandID=1&PromoCodeID=114","https://enroll.aetexasco.com/Enrollment/Default.aspx?&promoCode=AETXPTC1","","(855) 478-4998","TRUE","FALSE","Spanish","2"
"34623","AEP TEXAS NORTH","AMBIT ENERGY","Lone Star Classic 12","0.2110","0.1970","0.1910","","False","False","1","Fixed","3","12","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","Hay un crédito mensual de E-Plan disponible para este producto al inscribirse con éxito en los programas de Facturación electrónica y de Pagos recurrentes de Ambit Energy cuando se inscribe para nuevo servicio. Consulte la etiqueta de datos de electricidad para obtener más información sobre descuentos y requisitos de inscripción.","https://shopping.ambitenergy.com/PDFGenerator?formType=TermsOfServiceAgreement&comProdId=TNAMLSCLSC12AA&tdsp=AEPTNC&lang=sp&custClass=Residential","https://shopping.ambitenergy.com/PDFGenerator?formType=YourRightsAsCustomer&comProdId=TNAMLSCLSC12AA&tdsp=AEPTNC&lang=sp&custClass=Residential","False","","https://shopping.ambitenergy.com/PDFGenerator?formType=EnergyFactsLabel&comProdId=TNAMLSCLSC12AA&tdsp=AEPTNC&lang=sp&custClass=Residential","http://www.ambitenergy.com","","(877) 282-6248","TRUE","FALSE","Spanish","3"
"34485","AEP TEXAS NORTH","Think Energy","Think Clean 36","0.1740","0.1660","0.1610","","False","False","1","Fixed","100","36","200.00","https://www.thinkenergy.com/","New Customers Only. Autopay is Required.","https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_EN(US).pdf","https://think-docs.s3.amazonaws.com/YRAC/20240130/Think+Energy+RESI+YRAC+20240130_EN(US).pdf","False","","https://docs.cloud.thinkenergy.com/EFL/?term=36&duns=007923311&product=tx.thinkclean.ap.fixed&lang=en","https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas","","(833) 669-3080","TRUE","FALSE","English","4"
"34486","AEP TEXAS NORTH","Think Energy","Think Clean 36","0.1740","0.1660","0.1610","","False","False","1","Fixed","100","36","200.00","https://www.thinkenergy.com/","Solo para nuevos clientes. Se requiere pagos automatizados","https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_ES(US).pdf","https://think-docs.s3.amazonaws.com/YRAC/20240130/Think+Energy+RESI+YRAC+20240130_ES(US).pdf","False","","https://docs.cloud.thinkenergy.com/EFL/?term=36&duns=007923311&product=tx.thinkclean.ap.fixed&lang=es","https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas","","(833) 669-3080","TRUE","FALSE","Spanish","4"
"34478","AEP TEXAS NORTH","Think Energy","Think Clean 12","0.1650","0.1570","0.1530","","False","False","1","Fixed","100","12","200.00","https://www.thinkenergy.com/","Solo para nuevos clientes","https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_ES(US).pdf","https://think-docs.s3.amazonaws.com/YRAC/20240130/Think+Energy+RESI+YRAC+20240130_ES(US).pdf","False","","https://docs.cloud.thinkenergy.com/EFL/?term=12&duns=007923311&product=tx.thinkclean.noap.fixed&lang=es","","","(833) 669-3080","TRUE","FALSE","Spanish","4"
"34472","AEP TEXAS NORTH","Think Energy","Think Clean 12","0.1650","0.1570","0.1530","","False","False","1","Fixed","100","12","200.00","https://www.thinkenergy.com/","New Customer Only","https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_EN(US).pdf","https://think-docs.s3.amazonaws.com/YRAC/20240130/Think+Energy+RESI+YRAC+20240130_EN(US).pdf","False","","https://docs.cloud.thinkenergy.com/EFL/?term=12&duns=007923311&product=tx.thinkclean.noap.fixed&lang=en","","","(833) 669-3080","TRUE","FALSE","English","4"
"34451","AEP TEXAS NORTH","Think Energy","Think Simple 5","0.1480","0.1400","0.1360","","False","False","1","Fixed","25","5","200.00","https://www.thinkenergy.com/","Solo para nuevos clientes.","https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_ES(US).pdf","https://think-docs.s3.amazonaws.com/YRAC/20240130/Think+Energy+RESI+YRAC+20240130_ES(US).pdf","False","","https://api.thinkenergy.onproton.io/enrollment/get_latest_document?lang=es&product_code=tx.thinksimple.noap.fixed&tdsp_id=6&doc_type=EFL&term=5&promo_code=default","https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas","","(833) 669-3080","TRUE","FALSE","Spanish","4"
"34441","AEP TEXAS NORTH","Think Energy","Think Simple 5","0.1480","0.1400","0.1360","","False","False","1","Fixed","25","5","200.00","https://www.thinkenergy.com/","New Customers Only.","https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_EN(US).pdf","https://think-docs.s3.amazonaws.com/YRAC/20240130/Think+Energy+RESI+YRAC+20240130_EN(US).pdf","False","","https://api.thinkenergy.onproton.io/enrollment/get_latest_document?lang=en&product_code=tx.thinksimple.noap.fixed&tdsp_id=6&doc_type=EFL&term=5&promo_code=default","https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas","","(833) 669-3080","TRUE","FALSE","English","4"
"34407","AEP TEXAS NORTH","Budget Power","No Gimmicks 12","0.1410","0.1370","0.1360","","False","False","1","Fixed","35","12","100.00","https://www.budgetpowertx.com","Promo Code PTC","https://signup.budgetpowertx.com/Home/TOS?productId=33612","https://signup.budgetpowertx.com/Home/YRAC?productId=33612","False","","https://signup.budgetpowertx.com/Home/EFL?productId=33612&Promo=","https://signup.budgetpowertx.com/Home/index?ProductCode=RN12000012&Promo=PTC","","(888) 699-0747","TRUE","FALSE","English","2"
"34408","AEP TEXAS NORTH","Budget Power","No Gimmicks 18","0.1420","0.1380","0.1370","","False","False","1","Fixed","35","18","125.00","https://www.budgetpowertx.com","","https://signup.budgetpowertx.com/Home/TOS?productId=33613","https://signup.budgetpowertx.com/Home/YRAC?productId=33613","False","","https://signup.budgetpowertx.com/Home/EFL?productId=33613&Promo=","https://signup.budgetpowertx.com/Home/index?ProductCode=RN18000008&Promo=PTC","","(888) 699-0747","TRUE","FALSE","English","2"
"34409","AEP TEXAS NORTH","Budget Power","No Gimmicks 24","0.1500","0.1460","0.1450","","False","False","1","Fixed","35","24","175.00","https://www.budgetpowertx.com","Promo Code PTC","https://signup.budgetpowertx.com/Home/TOS?productId=33577","https://signup.budgetpowertx.com/Home/YRAC?productId=33577","False","","https://signup.budgetpowertx.com/Home/EFL?productId=33577&Promo=","https://signup.budgetpowertx.com/Home/index?ProductCode=RN24000017&Promo=PTC","","(888) 699-0747","TRUE","FALSE","English","2"
"34410","AEP TEXAS NORTH","Budget Power","No Gimmicks 36","0.1500","0.1460","0.1450","","False","False","1","Fixed","35","36","250.00","https://www.budgetpowertx.com","Promo Code PTC","https://signup.budgetpowertx.com/Home/TOS?productId=33578","https://signup.budgetpowertx.com/Home/YRAC?productId=33578","False","","https://signup.budgetpowertx.com/Home/EFL?productId=33578&Promo=","https://signup.budgetpowertx.com/Home/index?ProductCode=RN36000013&Promo=PTC","","(888) 699-0747","TRUE","FALSE","English","2"
"34382","AEP TEXAS NORTH","Abundance Energy","Confident Renter 12","0.1500","0.1470","0.1450","","False","False","1","Fixed","25","12","150.00","https://abundanceenergy.com/","Go to Abundance Energy website to see all plans and term lengths.","https://abundance-public-docs.s3.us-west-2.amazonaws.com/tos/abundance_energy_tos_v3_01312024.pdf","https://abundance-public-docs.s3.us-west-2.amazonaws.com/yrac/abundance_energy_yrac_v4_01312024.pdf","False","","https://api.quextenergy.onproton.io/enrollment/document?template_bucket=abundance-product-templates&template_file=tx/ConfidentRenter_EFL.docx&rate_id=9880","https://join.abundanceenergy.com/?promoCode=PTC","","(833) 495-0127","TRUE","FALSE","English","3"
"34342","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 36","0.1600","0.1550","0.1520","","False","False","1","Fixed","26","36","375.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-Spanish%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 36 (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1623009&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","Spanish","1"
"34302","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 24","0.1590","0.1540","0.1510","","False","False","1","Fixed","26","24","300.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-Spanish%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 24 (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1623004&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","Spanish","1"
"34222","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 12","0.1500","0.1440","0.1420","","False","False","1","Fixed","26","12","200.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-Spanish%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 12 (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1622989&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","Spanish","1"
"34141","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 6","0.1300","0.1250","0.1220","","False","False","1","Fixed","26","6","150.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-Spanish%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 6 (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1623019&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","Spanish","1"
"34105","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 36","0.1600","0.1550","0.1520","","False","False","1","Fixed","26","36","375.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-English%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 36 (English).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1623009&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","English","1"
"34063","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 3","0.1200","0.1150","0.1120","","False","False","1","Fixed","26","3","100.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-Spanish%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 3 (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1623014&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","Spanish","1"
"34016","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion Green Flex","0.1280","0.1230","0.1200","","False","False","0","Variable","100","1","0.00","https://www.infuseenergy.com/","100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-Spanish%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion Green Flex (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1622984&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","FALSE","FALSE","Spanish","1"
"34021","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 24","0.1590","0.1540","0.1510","","False","False","1","Fixed","26","24","300.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-English%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 24 (English).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1623004&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","English","1"
"34006","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion Flex","0.1270","0.1220","0.1190","","False","False","0","Variable","26","1","0.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-Spanish%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion Flex (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1622999&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","FALSE","FALSE","Spanish","1"
"33932","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 12","0.1500","0.1440","0.1420","","False","False","1","Fixed","26","12","200.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-English%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 12 (English).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1622989&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","English","1"
"33852","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 6","0.1300","0.1250","0.1220","","False","False","1","Fixed","26","6","150.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-English%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 6 (English).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1623019&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","English","1"
"33812","AEP TEXAS NORTH","INFUSE ENERGY","Essential Infusion 3","0.1200","0.1150","0.1120","","False","False","1","Fixed","26","3","100.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf","http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-English%20(Resi%20%2B%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-AEPW-Essential Infusion 3 (English).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1623014&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","English","1"
